90.500881,93.274803,-0.003177,14.770003
90.502972,93.274796,-0.003177,14.770003
90.559109,93.27462,-0.003177,14.770003
91.063015,93.273018,-0.003177,14.770003
91.445751,93.271805,-0.003177,14.770003
91.900494,93.270355,-0.003177,14.770003
92.988369,93.266899,-0.003177,14.770003
93.595089,93.264977,-0.003177,14.770003
95.00658,93.26049,-0.003177,14.770003
95.82214,93.257896,-0.003177,14.770003
96.713612,93.255066,-0.003177,14.770003
98.729527,93.248665,-0.003177,14.770003
99.844418,93.245117,-0.003177,14.770003
101.026394,93.241364,-0.003177,14.770003
103.586857,93.233231,-0.003177,14.770003
106.405338,93.224274,-0.003177,14.770003
107.910381,93.219498,-0.003177,14.770003
109.478909,93.214508,-0.003177,14.770003
111.110607,93.209328,-0.003177,14.770003
112.805218,93.203941,-0.003177,14.770003
114.562481,93.198357,-0.003177,14.770003
118.263866,93.1866,-0.003177,14.770003
120.203442,93.180443,-0.003177,14.770003
122.173222,93.174179,-0.003177,14.770003
126.090954,93.161736,-0.003177,14.770003
127.994499,93.155685,-0.003177,14.770003
129.849083,93.149796,-0.003177,14.770003
133.460655,93.138321,-0.003177,14.770003
135.265312,93.132591,-0.003177,14.770003
137.101234,93.126755,-0.003177,14.770003
140.896843,93.1147,-0.003177,14.770003
142.849663,93.10849,-0.003177,14.770003
148.739037,93.089783,-0.003177,14.770003
152.503975,93.07782,-0.003177,14.770003
154.339745,93.071991,-0.003177,14.770003
156.168633,93.066177,-0.003177,14.770003
158.013054,93.060318,-0.003177,14.770003
161.774452,93.04837,-0.003177,14.770003
163.685478,93.042297,-0.003177,14.770003
165.60009,93.036217,-0.003177,14.770003
167.505211,93.030159,-0.003177,14.770003
169.394371,93.024162,-0.003177,14.770003
171.267128,93.018211,-0.003177,14.770003
174.967102,92.947159,-0.069637,14.770005
176.818161,92.753403,-0.138939,14.770001
178.527222,92.45787,-0.203519,14.769995
180.235107,92.046757,-0.268927,14.769998
181.866791,91.540707,-0.332536,14.76999
183.436691,90.942959,-0.395084,14.769994
184.964394,90.249107,-0.457558,14.769998
186.381973,89.497669,-0.517296,14.769997
187.848473,88.599953,-0.581318,14.769993
189.265663,87.601864,-0.645859,14.770003
190.616814,86.51334,-0.710464,14.769994
191.891037,85.343597,-0.774869,14.770002
193.080116,84.102333,-0.838871,14.769988
194.130836,82.858963,-0.899482,14.770001
195.144211,81.497074,-0.962689,14.770003
196.066216,80.079391,-1.025656,14.770004
196.901657,78.597946,-1.088983,14.770005
197.652107,77.043083,-1.153268,14.770007
198.293732,75.463253,-1.216757,14.770007
198.860985,73.754456,-1.283798,14.770003
199.319794,71.978813,-1.352086,14.770003
199.658844,70.159538,-1.420993,14.770001
199.872185,68.319721,-1.485804,14.770005
200.036293,66.393444,-1.485804,14.770005
200.19648,64.513186,-1.485804,14.770005
200.508644,60.849243,-1.485804,14.770005
200.627419,59.206968,-1.530649,14.770004
200.631187,57.624506,-1.606178,14.770002
200.518295,56.071129,-1.680514,14.769994
200.313286,54.655708,-1.748772,14.770004
199.999252,53.206301,-1.819554,14.770003
199.581589,51.776978,-1.890624,14.769991
199.099022,50.467693,-1.957221,14.769997
198.452896,49.03594,-2.032192,14.769996
197.689323,47.636353,-2.108288,14.770002
196.89254,46.400314,-2.178475,14.770004
195.876175,45.057432,-2.25886,14.77
194.729561,43.773945,-2.341008,14.770002
193.446289,42.558176,-2.425385,14.77
192.025627,41.426033,-2.512096,14.77
